,input,target
10,"

[Conversation]
화자1: 안녕하세요
화자2: 안녕하세요
화자1: 오늘 사시는 곳의 날씨는 괜찮으신가요?
화자1: 거주하시는곳의 날씨는 좋으세요?
화자2: 하루종일 하늘을 맑았는데 공기가 너무 습했어요 ㅎㅎ
화자2: 오늘 밤부터 비가 온다고 하네요!
화자2: 날씨 좋았나요?
화자1: 오.. 저희지역은 흐리다가 종종 비오고 그랬었어요.
요즘 맨날 비오는것가탕요
화자2: 이번 가을장마는 좀 오래 가는 것 같아요
화자2: 날 좋아지면 뭐 하고싶으세요?
화자1: 여름에 너무 안내린것도 문제인것같아요 ㅠㅜ
화자1: 날좋으면 바다라도 보러 가고싶어요 ㅋㅋ
화자2: 바다 좋죠~
화자2: 가을에 진짜 바다 보러가지 좋은 것 같아요
화자2: 해도 안 뜨겁고!
화자1: 비오는날 되면 바다가면 큰일나더라고요..
그렇게 비가 많이 내릴줄는 꿈에도몰랏어요
화자2: 맞아요 휩쓸려 가는거 한순간이에요ㅠ
화자2: 비가 많이 오는만큼 파도가 진짜 엄청 뒤집어지거든요
화자1: ㅋㅋㅋㅋ 맞아요.. 저희집에서 멀리 보이는데
굉장히 무서워요..ㅠㅠ  멀리사는 저도 그런데 버닷가근처에 살면 정말로 무서울것같아요
화자2: 예전에 본 뉴스 생각나네요
화자2: 파도 크다고 인스타에 올릴 사진 찍으려다 휩쓸려간...
화자2: 이제는 그런 사람이 없겠죠ㅠ
화자1: 그래도 여전히 있긴하겟죠..
부모님께서 강원도 정동진인가 거기 차끌고 가는데 파도가 차를 막 덮친다고 하셧엇어요ㅋㅋㅋ
해안가는 왠만하면 혼자 돌아다니면 안되는것같더라고교

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 강우량이 많으면 파도의 세기가 강해진다.
B. 강우량이 많으면 파도의 높이가 낮아진다.
C. 파도의 세기가 강해지면 강우량이 많아진다.",A. 강우량이 많으면 파도의 세기가 강해진다.
11,"

[Conversation]
화자1: 안녕하세요
화자2: 안녕하세요
화자1: 오늘 사시는 곳의 날씨는 괜찮으신가요?
화자1: 거주하시는곳의 날씨는 좋으세요?
화자2: 하루종일 하늘을 맑았는데 공기가 너무 습했어요 ㅎㅎ
화자2: 오늘 밤부터 비가 온다고 하네요!
화자2: 날씨 좋았나요?
화자1: 오.. 저희지역은 흐리다가 종종 비오고 그랬었어요.
요즘 맨날 비오는것가탕요
화자2: 이번 가을장마는 좀 오래 가는 것 같아요
화자2: 날 좋아지면 뭐 하고싶으세요?
화자1: 여름에 너무 안내린것도 문제인것같아요 ㅠㅜ
화자1: 날좋으면 바다라도 보러 가고싶어요 ㅋㅋ
화자2: 바다 좋죠~
화자2: 가을에 진짜 바다 보러가지 좋은 것 같아요
화자2: 해도 안 뜨겁고!
화자1: 비오는날 되면 바다가면 큰일나더라고요..
그렇게 비가 많이 내릴줄는 꿈에도몰랏어요
화자2: 맞아요 휩쓸려 가는거 한순간이에요ㅠ
화자2: 비가 많이 오는만큼 파도가 진짜 엄청 뒤집어지거든요
화자1: ㅋㅋㅋㅋ 맞아요.. 저희집에서 멀리 보이는데
굉장히 무서워요..ㅠㅠ  멀리사는 저도 그런데 버닷가근처에 살면 정말로 무서울것같아요
화자2: 예전에 본 뉴스 생각나네요
화자2: 파도 크다고 인스타에 올릴 사진 찍으려다 휩쓸려간...
화자2: 이제는 그런 사람이 없겠죠ㅠ
화자1: 그래도 여전히 있긴하겟죠..
부모님께서 강원도 정동진인가 거기 차끌고 가는데 파도가 차를 막 덮친다고 하셧엇어요ㅋㅋㅋ
해안가는 왠만하면 혼자 돌아다니면 안되는것같더라고교

[Question]
위 대화의 동기로 올바른 지문은?

[Option]
A. 화자2는 가을 바다의 파도가 무섭다.
B. 화자2는 비 오는 날의 파도가 궁금하다.
C. 화자2는 비 오는 날의 파도가 무섭다.",C. 화자2는 비 오는 날의 파도가 무섭다.
12,"

[Conversation]
화자1: 안녕하세요
화자2: 안녕하세요
화자1: 오늘 사시는 곳의 날씨는 괜찮으신가요?
화자1: 거주하시는곳의 날씨는 좋으세요?
화자2: 하루종일 하늘을 맑았는데 공기가 너무 습했어요 ㅎㅎ
화자2: 오늘 밤부터 비가 온다고 하네요!
화자2: 날씨 좋았나요?
화자1: 오.. 저희지역은 흐리다가 종종 비오고 그랬었어요.
요즘 맨날 비오는것가탕요
화자2: 이번 가을장마는 좀 오래 가는 것 같아요
화자2: 날 좋아지면 뭐 하고싶으세요?
화자1: 여름에 너무 안내린것도 문제인것같아요 ㅠㅜ
화자1: 날좋으면 바다라도 보러 가고싶어요 ㅋㅋ
화자2: 바다 좋죠~
화자2: 가을에 진짜 바다 보러가지 좋은 것 같아요
화자2: 해도 안 뜨겁고!
화자1: 비오는날 되면 바다가면 큰일나더라고요..
그렇게 비가 많이 내릴줄는 꿈에도몰랏어요
화자2: 맞아요 휩쓸려 가는거 한순간이에요ㅠ
화자2: 비가 많이 오는만큼 파도가 진짜 엄청 뒤집어지거든요
화자1: ㅋㅋㅋㅋ 맞아요.. 저희집에서 멀리 보이는데
굉장히 무서워요..ㅠㅠ  멀리사는 저도 그런데 버닷가근처에 살면 정말로 무서울것같아요
화자2: 예전에 본 뉴스 생각나네요
화자2: 파도 크다고 인스타에 올릴 사진 찍으려다 휩쓸려간...
화자2: 이제는 그런 사람이 없겠죠ㅠ
화자1: 그래도 여전히 있긴하겟죠..
부모님께서 강원도 정동진인가 거기 차끌고 가는데 파도가 차를 막 덮친다고 하셧엇어요ㅋㅋㅋ
해안가는 왠만하면 혼자 돌아다니면 안되는것같더라고교

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 화자2는 비 오는 날의 파도의 위험성을 알고 있다.
B. 화자2는 비 오는 날의 바다가 안전하다고 알고 있다.
C. 화자2는 가을날 해안가의 위험성을 알고 있다.",A. 화자2는 비 오는 날의 파도의 위험성을 알고 있다.
13,"

[Conversation]
화자1: 안녕하세요
화자2: 안녕하세요
화자1: 오늘 사시는 곳의 날씨는 괜찮으신가요?
화자1: 거주하시는곳의 날씨는 좋으세요?
화자2: 하루종일 하늘을 맑았는데 공기가 너무 습했어요 ㅎㅎ
화자2: 오늘 밤부터 비가 온다고 하네요!
화자2: 날씨 좋았나요?
화자1: 오.. 저희지역은 흐리다가 종종 비오고 그랬었어요.
요즘 맨날 비오는것가탕요
화자2: 이번 가을장마는 좀 오래 가는 것 같아요
화자2: 날 좋아지면 뭐 하고싶으세요?
화자1: 여름에 너무 안내린것도 문제인것같아요 ㅠㅜ
화자1: 날좋으면 바다라도 보러 가고싶어요 ㅋㅋ
화자2: 바다 좋죠~
화자2: 가을에 진짜 바다 보러가지 좋은 것 같아요
화자2: 해도 안 뜨겁고!
화자1: 비오는날 되면 바다가면 큰일나더라고요..
그렇게 비가 많이 내릴줄는 꿈에도몰랏어요
화자2: 맞아요 휩쓸려 가는거 한순간이에요ㅠ
화자2: 비가 많이 오는만큼 파도가 진짜 엄청 뒤집어지거든요
화자1: ㅋㅋㅋㅋ 맞아요.. 저희집에서 멀리 보이는데
굉장히 무서워요..ㅠㅠ  멀리사는 저도 그런데 버닷가근처에 살면 정말로 무서울것같아요
화자2: 예전에 본 뉴스 생각나네요
화자2: 파도 크다고 인스타에 올릴 사진 찍으려다 휩쓸려간...
화자2: 이제는 그런 사람이 없겠죠ㅠ
화자1: 그래도 여전히 있긴하겟죠..
부모님께서 강원도 정동진인가 거기 차끌고 가는데 파도가 차를 막 덮친다고 하셧엇어요ㅋㅋㅋ
해안가는 왠만하면 혼자 돌아다니면 안되는것같더라고교

[Question]
위 대화의 반응으로 올바른 지문은?

[Option]
A. 화자1은 강하게 치는 파도를 생각하니 통쾌하다.
B. 화자1은 맑은 날의 바다를 생각하니 답답하다.
C. 화자1은 강하게 치는 파도를 생각하니 섬뜩하다.",C. 화자1은 강하게 치는 파도를 생각하니 섬뜩하다.
14,"

[Conversation]
화자1: 안녕하세요
화자2: 안녕하세요
화자1: 오늘 사시는 곳의 날씨는 괜찮으신가요?
화자1: 거주하시는곳의 날씨는 좋으세요?
화자2: 하루종일 하늘을 맑았는데 공기가 너무 습했어요 ㅎㅎ
화자2: 오늘 밤부터 비가 온다고 하네요!
화자2: 날씨 좋았나요?
화자1: 오.. 저희지역은 흐리다가 종종 비오고 그랬었어요.
요즘 맨날 비오는것가탕요
화자2: 이번 가을장마는 좀 오래 가는 것 같아요
화자2: 날 좋아지면 뭐 하고싶으세요?
화자1: 여름에 너무 안내린것도 문제인것같아요 ㅠㅜ
화자1: 날좋으면 바다라도 보러 가고싶어요 ㅋㅋ
화자2: 바다 좋죠~
화자2: 가을에 진짜 바다 보러가지 좋은 것 같아요
화자2: 해도 안 뜨겁고!
화자1: 비오는날 되면 바다가면 큰일나더라고요..
그렇게 비가 많이 내릴줄는 꿈에도몰랏어요
화자2: 맞아요 휩쓸려 가는거 한순간이에요ㅠ
화자2: 비가 많이 오는만큼 파도가 진짜 엄청 뒤집어지거든요
화자1: ㅋㅋㅋㅋ 맞아요.. 저희집에서 멀리 보이는데
굉장히 무서워요..ㅠㅠ  멀리사는 저도 그런데 버닷가근처에 살면 정말로 무서울것같아요
화자2: 예전에 본 뉴스 생각나네요
화자2: 파도 크다고 인스타에 올릴 사진 찍으려다 휩쓸려간...
화자2: 이제는 그런 사람이 없겠죠ㅠ
화자1: 그래도 여전히 있긴하겟죠..
부모님께서 강원도 정동진인가 거기 차끌고 가는데 파도가 차를 막 덮친다고 하셧엇어요ㅋㅋㅋ
해안가는 왠만하면 혼자 돌아다니면 안되는것같더라고교

[Question]
위 대화의 후행사건으로 올바른 지문은?

[Option]
A. 화자2는 파도로 인한 사고를 검색할 것이다.
B. 화자2는 장마로 인한 홍수 피해를 검색할 것이다.
C. 화자2는 바닷가 여행 사진을 검색할 것이다.",A. 화자2는 파도로 인한 사고를 검색할 것이다.
15,"

[Conversation]
화자1: 비가너무와요 ㅠ
화자2: 여긴 한참 오더니 그쳤는데 아직도 내리는 동네가 있군요~
화자1: 지금은 그쳤는데 종일 ㅜㅜ
화자2: 맞아요. 여기도 종일 내리긴 했어요.
화자1: 내일도 모레도 계속 비 ㅠㅠ
화자2: 오마이갓.. 저희 동네 날씨도 확인해봐야겠네요
화자1: 정말 일주일 내내 비는 안습 ㅠ
화자2: 이러다 날씨가 확 추워지겠어요~
화자1: 그러게요 봄가을없이 바로 겨울....
화자2: 얼른 가을 옷 꺼내 입어야겠네요
화자1: 여름 옷 정리는 또 언제 하죠 ㅋㅋ 아 정말 ㅋㅋ ㅠ
화자2: 4계절이 있는게 참 좋은데 옷장 정리는 참 귀찮아요~^^;;
화자1: 맞아요 ㅋㅋㅋ 전 정리도 잘 안하고 못하지만 아이옷은 금방 작아지니 해야하네요
화자2: 계절에 따라, 아이 성장때문에 옷장 정리를 어쩔수 없이라도 하니 정리가 좀 되는거 같기도 해요.ㅎ
화자1: 맞아요 ㅎㅎ 강제 동기부여 ㅎㅎ

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 아이들은 성장 속도가 빠르기 때문에 계절이 바뀔 때마다 옷을 정리해야 한다.
B. 아이들은 성장 속도가 빠르기 때문에 날씨가 바뀔 때마다 옷을 세탁해야 한다.
C. 아이들은 성장 속도가 빠르기 때문에 날씨가 바뀔 때마다 옷을 정리해야 한다.",A. 아이들은 성장 속도가 빠르기 때문에 계절이 바뀔 때마다 옷을 정리해야 한다.
16,"

[Conversation]
화자1: 비가너무와요 ㅠ
화자2: 여긴 한참 오더니 그쳤는데 아직도 내리는 동네가 있군요~
화자1: 지금은 그쳤는데 종일 ㅜㅜ
화자2: 맞아요. 여기도 종일 내리긴 했어요.
화자1: 내일도 모레도 계속 비 ㅠㅠ
화자2: 오마이갓.. 저희 동네 날씨도 확인해봐야겠네요
화자1: 정말 일주일 내내 비는 안습 ㅠ
화자2: 이러다 날씨가 확 추워지겠어요~
화자1: 그러게요 봄가을없이 바로 겨울....
화자2: 얼른 가을 옷 꺼내 입어야겠네요
화자1: 여름 옷 정리는 또 언제 하죠 ㅋㅋ 아 정말 ㅋㅋ ㅠ
화자2: 4계절이 있는게 참 좋은데 옷장 정리는 참 귀찮아요~^^;;
화자1: 맞아요 ㅋㅋㅋ 전 정리도 잘 안하고 못하지만 아이옷은 금방 작아지니 해야하네요
화자2: 계절에 따라, 아이 성장때문에 옷장 정리를 어쩔수 없이라도 하니 정리가 좀 되는거 같기도 해요.ㅎ
화자1: 맞아요 ㅎㅎ 강제 동기부여 ㅎㅎ

[Question]
위 대화의 동기로 올바른 지문은?

[Option]
A. 화자1은 옷 정리가 설렌다.
B. 화자1은 계절 변화가 즐겁다.
C. 화자1은 옷 정리가 귀찮다.",C. 화자1은 옷 정리가 귀찮다.
17,"

[Conversation]
화자1: 비가너무와요 ㅠ
화자2: 여긴 한참 오더니 그쳤는데 아직도 내리는 동네가 있군요~
화자1: 지금은 그쳤는데 종일 ㅜㅜ
화자2: 맞아요. 여기도 종일 내리긴 했어요.
화자1: 내일도 모레도 계속 비 ㅠㅠ
화자2: 오마이갓.. 저희 동네 날씨도 확인해봐야겠네요
화자1: 정말 일주일 내내 비는 안습 ㅠ
화자2: 이러다 날씨가 확 추워지겠어요~
화자1: 그러게요 봄가을없이 바로 겨울....
화자2: 얼른 가을 옷 꺼내 입어야겠네요
화자1: 여름 옷 정리는 또 언제 하죠 ㅋㅋ 아 정말 ㅋㅋ ㅠ
화자2: 4계절이 있는게 참 좋은데 옷장 정리는 참 귀찮아요~^^;;
화자1: 맞아요 ㅋㅋㅋ 전 정리도 잘 안하고 못하지만 아이옷은 금방 작아지니 해야하네요
화자2: 계절에 따라, 아이 성장때문에 옷장 정리를 어쩔수 없이라도 하니 정리가 좀 되는거 같기도 해요.ㅎ
화자1: 맞아요 ㅎㅎ 강제 동기부여 ㅎㅎ

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 화자1은 성인기 자녀가 있다.
B. 화자1은 자녀가 있다.
C. 화자1은 부모가 아니다.",B. 화자1은 자녀가 있다.
18,"

[Conversation]
화자1: 비가너무와요 ㅠ
화자2: 여긴 한참 오더니 그쳤는데 아직도 내리는 동네가 있군요~
화자1: 지금은 그쳤는데 종일 ㅜㅜ
화자2: 맞아요. 여기도 종일 내리긴 했어요.
화자1: 내일도 모레도 계속 비 ㅠㅠ
화자2: 오마이갓.. 저희 동네 날씨도 확인해봐야겠네요
화자1: 정말 일주일 내내 비는 안습 ㅠ
화자2: 이러다 날씨가 확 추워지겠어요~
화자1: 그러게요 봄가을없이 바로 겨울....
화자2: 얼른 가을 옷 꺼내 입어야겠네요
화자1: 여름 옷 정리는 또 언제 하죠 ㅋㅋ 아 정말 ㅋㅋ ㅠ
화자2: 4계절이 있는게 참 좋은데 옷장 정리는 참 귀찮아요~^^;;
화자1: 맞아요 ㅋㅋㅋ 전 정리도 잘 안하고 못하지만 아이옷은 금방 작아지니 해야하네요
화자2: 계절에 따라, 아이 성장때문에 옷장 정리를 어쩔수 없이라도 하니 정리가 좀 되는거 같기도 해요.ㅎ
화자1: 맞아요 ㅎㅎ 강제 동기부여 ㅎㅎ

[Question]
위 대화의 반응으로 올바른 지문은?

[Option]
A. 화자2는 옷을 정리했다는 사실이 자랑스럽다.
B. 화자2는 옷을 정리해야 한다는 사실이 신난다.
C. 화자2는 옷을 정리해야 한다는 사실이 까마득하다.",C. 화자2는 옷을 정리해야 한다는 사실이 까마득하다.
19,"

[Conversation]
화자1: 비가너무와요 ㅠ
화자2: 여긴 한참 오더니 그쳤는데 아직도 내리는 동네가 있군요~
화자1: 지금은 그쳤는데 종일 ㅜㅜ
화자2: 맞아요. 여기도 종일 내리긴 했어요.
화자1: 내일도 모레도 계속 비 ㅠㅠ
화자2: 오마이갓.. 저희 동네 날씨도 확인해봐야겠네요
화자1: 정말 일주일 내내 비는 안습 ㅠ
화자2: 이러다 날씨가 확 추워지겠어요~
화자1: 그러게요 봄가을없이 바로 겨울....
화자2: 얼른 가을 옷 꺼내 입어야겠네요
화자1: 여름 옷 정리는 또 언제 하죠 ㅋㅋ 아 정말 ㅋㅋ ㅠ
화자2: 4계절이 있는게 참 좋은데 옷장 정리는 참 귀찮아요~^^;;
화자1: 맞아요 ㅋㅋㅋ 전 정리도 잘 안하고 못하지만 아이옷은 금방 작아지니 해야하네요
화자2: 계절에 따라, 아이 성장때문에 옷장 정리를 어쩔수 없이라도 하니 정리가 좀 되는거 같기도 해요.ㅎ
화자1: 맞아요 ㅎㅎ 강제 동기부여 ㅎㅎ

[Question]
위 대화의 후행사건으로 올바른 지문은?

[Option]
A. 화자1은 여름 옷을 전부 버릴 것이다.
B. 화자1은 두꺼운 옷을 정리하러 갈 것이다.
C. 화자1은 여름 옷을 정리하러 갈 것이다.",C. 화자1은 여름 옷을 정리하러 갈 것이다.
20,"

[Conversation]
화자2: 아뇨...ㅠㅜ
화자1: 전 집이 언덕이라 반강제로ㅠㅠㅠ
화자2: 큰일이에요
화자2: 그래도 그렇게라도 운동하면 좋은거같아요 ㅠ
화자2: 요새는진짜걷지도않아서
화자2: 침대에 누워서운동해요...ㅋㅋ
화자1: 요즘 코로나때문에
화자2: 운동인진모르겠지만
화자1: 더 그런 것 같아요ㅜㅜ
화자2: 네 ㅠ
화자1: 나가기도 무섭구ㅜㅜ
화자2: 맨날찾능게 누워서하는운동
화자1: 저도요ㅋㅋㅋ
화자1: 다 누워서 해결
화자2: 근데 누워있는게
화자2: 척추에는제일좋대요
화자2: ㅋㅋ
화자1: 아싸
화자1: 핑계찾았네요ㅋㅋ
화자2: 네 ㅋㅋㅋ 누워서 브릿지같은거 좀 하고

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 화자2는 하루 중 누워 있는 시간이 많다.
B. 화자2는 최근 실외에서 보내는 시간이 많다.
C. 화자2는 활동적인 성향을 가지고 있다.",A. 화자2는 하루 중 누워 있는 시간이 많다.
21,"

[Conversation]
화자2: 아뇨...ㅠㅜ
화자1: 전 집이 언덕이라 반강제로ㅠㅠㅠ
화자2: 큰일이에요
화자2: 그래도 그렇게라도 운동하면 좋은거같아요 ㅠ
화자2: 요새는진짜걷지도않아서
화자2: 침대에 누워서운동해요...ㅋㅋ
화자1: 요즘 코로나때문에
화자2: 운동인진모르겠지만
화자1: 더 그런 것 같아요ㅜㅜ
화자2: 네 ㅠ
화자1: 나가기도 무섭구ㅜㅜ
화자2: 맨날찾능게 누워서하는운동
화자1: 저도요ㅋㅋㅋ
화자1: 다 누워서 해결
화자2: 근데 누워있는게
화자2: 척추에는제일좋대요
화자2: ㅋㅋ
화자1: 아싸
화자1: 핑계찾았네요ㅋㅋ
화자2: 네 ㅋㅋㅋ 누워서 브릿지같은거 좀 하고

[Question]
위 대화의 동기로 올바른 지문은?

[Option]
A. 화자2는 외출이 신난다.
B. 화자2는 운동이 즐겁다. 
C. 화자2는 운동이 귀찮다.",C. 화자2는 운동이 귀찮다.
22,"

[Conversation]
화자2: 아뇨...ㅠㅜ
화자1: 전 집이 언덕이라 반강제로ㅠㅠㅠ
화자2: 큰일이에요
화자2: 그래도 그렇게라도 운동하면 좋은거같아요 ㅠ
화자2: 요새는진짜걷지도않아서
화자2: 침대에 누워서운동해요...ㅋㅋ
화자1: 요즘 코로나때문에
화자2: 운동인진모르겠지만
화자1: 더 그런 것 같아요ㅜㅜ
화자2: 네 ㅠ
화자1: 나가기도 무섭구ㅜㅜ
화자2: 맨날찾능게 누워서하는운동
화자1: 저도요ㅋㅋㅋ
화자1: 다 누워서 해결
화자2: 근데 누워있는게
화자2: 척추에는제일좋대요
화자2: ㅋㅋ
화자1: 아싸
화자1: 핑계찾았네요ㅋㅋ
화자2: 네 ㅋㅋㅋ 누워서 브릿지같은거 좀 하고

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 화자2는 수면 시 만족감을 느낀다.
B. 화자2는 운동의 필요성을 느낀다.
C. 화자2는 휴식의 필요성을 느낀다.",B. 화자2는 운동의 필요성을 느낀다.
23,"

[Conversation]
화자2: 아뇨...ㅠㅜ
화자1: 전 집이 언덕이라 반강제로ㅠㅠㅠ
화자2: 큰일이에요
화자2: 그래도 그렇게라도 운동하면 좋은거같아요 ㅠ
화자2: 요새는진짜걷지도않아서
화자2: 침대에 누워서운동해요...ㅋㅋ
화자1: 요즘 코로나때문에
화자2: 운동인진모르겠지만
화자1: 더 그런 것 같아요ㅜㅜ
화자2: 네 ㅠ
화자1: 나가기도 무섭구ㅜㅜ
화자2: 맨날찾능게 누워서하는운동
화자1: 저도요ㅋㅋㅋ
화자1: 다 누워서 해결
화자2: 근데 누워있는게
화자2: 척추에는제일좋대요
화자2: ㅋㅋ
화자1: 아싸
화자1: 핑계찾았네요ㅋㅋ
화자2: 네 ㅋㅋㅋ 누워서 브릿지같은거 좀 하고

[Question]
위 대화의 반응으로 올바른 지문은?

[Option]
A. 화자1은 자신처럼 누워서 운동을 하는 화자2가 답답하다.
B. 화자1은 자신처럼 누워서 운동을 하는 화자2가 웃기다.
C. 화자1은 누워있는 시간이 긴 화자2를 보니 약이 오른다.",B. 화자1은 자신처럼 누워서 운동을 하는 화자2가 웃기다.
24,"

[Conversation]
화자2: 아뇨...ㅠㅜ
화자1: 전 집이 언덕이라 반강제로ㅠㅠㅠ
화자2: 큰일이에요
화자2: 그래도 그렇게라도 운동하면 좋은거같아요 ㅠ
화자2: 요새는진짜걷지도않아서
화자2: 침대에 누워서운동해요...ㅋㅋ
화자1: 요즘 코로나때문에
화자2: 운동인진모르겠지만
화자1: 더 그런 것 같아요ㅜㅜ
화자2: 네 ㅠ
화자1: 나가기도 무섭구ㅜㅜ
화자2: 맨날찾능게 누워서하는운동
화자1: 저도요ㅋㅋㅋ
화자1: 다 누워서 해결
화자2: 근데 누워있는게
화자2: 척추에는제일좋대요
화자2: ㅋㅋ
화자1: 아싸
화자1: 핑계찾았네요ㅋㅋ
화자2: 네 ㅋㅋㅋ 누워서 브릿지같은거 좀 하고

[Question]
위 대화의 후행사건으로 올바른 지문은?

[Option]
A. 화자2는 누워서 할 수 있는 운동 영상을 보고 따라 할 것이다.
B. 화자2는 화자1에게 달리기 운동의 효과를 설명할 것이다.
C. 화자2는 척추를 교정하기 위해 병원에 방문할 것이다.",A. 화자2는 누워서 할 수 있는 운동 영상을 보고 따라 할 것이다.
25,"

[Conversation]
화자1: 학교다닐때 어떤 학생이셨나요?
화자2: 조용하고 튀지 않았어요. 
name1 님은요!
화자1: 저도 약간 본성을 숨기고 살았어서 ㅋㅋㅋ 남들이 보면 모범생으로 보이는 그런 학생이었네요
화자2: 모범생으로 보이려면 학업 성적도 좋고 친구들이랑도 문제없이 지내셨을 거  같네요.
화자1: 그냥 수업시간에 떠들고 이런거 안하는 학생이었어요 ㅋㅋ 혼나고 이런걸 싫어해서
화자2: 남녀공학 다니셨나요?
화자1: 중학교는 여중 고등학교는 공학이요!!
화자1: name2님은요
화자2: 저는 다 공학이요.
화자2: 거의 초등 동창이 고등학교 까지 같이 다녔어요.
화자1: 아하 동네가 좁았나요?
화자2: 네네 시골이라서요. 학교가 한 교씩 밖에 없었어요.
화자1: 아 그럼 거의 모르는 얼굴이 없겠네요
화자2: 거의 그랬죠. 한 다리 건너면 다 아는 사람이었죠^^
화자2: 고등학교는 시내 큰 학교로 가고 싶었는데 교통편이 안 좋아서 포기했었어요
화자1: 아하 그렇게 쭉 같이 다니다 고등학교 졸업하면 엄청 정들거 같은데 어떠셨나요
화자2: 맨날 보던 애들이라 졸업할 땐 몰랐는데
나중엔 많이 생각나더라구요
화자2: 지금은 다들 결혼해서 아이있을 나이인데 못본지 오래되서 길에서 봐도 모를거 같아요
화자1: 아 저도 고향가서 그렇게 스쳐지나가면 가물가물하더라고요..

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 화자2가 학창 시절을 보낸 지역은 학교가 많지 않았다.
B. 화자2는 학창 시절을 보낸 지역은 학교가 다 공학이었다.
C. 화자2는 학창 시절을 보낸 지역은 중학교가 없었다.",A. 화자2가 학창 시절을 보낸 지역은 학교가 많지 않았다.
26,"

[Conversation]
화자1: 학교다닐때 어떤 학생이셨나요?
화자2: 조용하고 튀지 않았어요. 
name1 님은요!
화자1: 저도 약간 본성을 숨기고 살았어서 ㅋㅋㅋ 남들이 보면 모범생으로 보이는 그런 학생이었네요
화자2: 모범생으로 보이려면 학업 성적도 좋고 친구들이랑도 문제없이 지내셨을 거  같네요.
화자1: 그냥 수업시간에 떠들고 이런거 안하는 학생이었어요 ㅋㅋ 혼나고 이런걸 싫어해서
화자2: 남녀공학 다니셨나요?
화자1: 중학교는 여중 고등학교는 공학이요!!
화자1: name2님은요
화자2: 저는 다 공학이요.
화자2: 거의 초등 동창이 고등학교 까지 같이 다녔어요.
화자1: 아하 동네가 좁았나요?
화자2: 네네 시골이라서요. 학교가 한 교씩 밖에 없었어요.
화자1: 아 그럼 거의 모르는 얼굴이 없겠네요
화자2: 거의 그랬죠. 한 다리 건너면 다 아는 사람이었죠^^
화자2: 고등학교는 시내 큰 학교로 가고 싶었는데 교통편이 안 좋아서 포기했었어요
화자1: 아하 그렇게 쭉 같이 다니다 고등학교 졸업하면 엄청 정들거 같은데 어떠셨나요
화자2: 맨날 보던 애들이라 졸업할 땐 몰랐는데
나중엔 많이 생각나더라구요
화자2: 지금은 다들 결혼해서 아이있을 나이인데 못본지 오래되서 길에서 봐도 모를거 같아요
화자1: 아 저도 고향가서 그렇게 스쳐지나가면 가물가물하더라고요..

[Question]
위 대화의 동기로 올바른 지문은?

[Option]
A. 화자2는 화자1에게 자신의 모범적인 과거를 자랑하고 싶다.
B. 화자2는 자신의 학창 시절을 화자1에게 알려주고 싶다.
C. 화자2는 자신의 고향에 대한 불만을 공유하고 싶다.",B. 화자2는 자신의 학창 시절을 화자1에게 알려주고 싶다.
27,"

[Conversation]
화자1: 학교다닐때 어떤 학생이셨나요?
화자2: 조용하고 튀지 않았어요. 
name1 님은요!
화자1: 저도 약간 본성을 숨기고 살았어서 ㅋㅋㅋ 남들이 보면 모범생으로 보이는 그런 학생이었네요
화자2: 모범생으로 보이려면 학업 성적도 좋고 친구들이랑도 문제없이 지내셨을 거  같네요.
화자1: 그냥 수업시간에 떠들고 이런거 안하는 학생이었어요 ㅋㅋ 혼나고 이런걸 싫어해서
화자2: 남녀공학 다니셨나요?
화자1: 중학교는 여중 고등학교는 공학이요!!
화자1: name2님은요
화자2: 저는 다 공학이요.
화자2: 거의 초등 동창이 고등학교 까지 같이 다녔어요.
화자1: 아하 동네가 좁았나요?
화자2: 네네 시골이라서요. 학교가 한 교씩 밖에 없었어요.
화자1: 아 그럼 거의 모르는 얼굴이 없겠네요
화자2: 거의 그랬죠. 한 다리 건너면 다 아는 사람이었죠^^
화자2: 고등학교는 시내 큰 학교로 가고 싶었는데 교통편이 안 좋아서 포기했었어요
화자1: 아하 그렇게 쭉 같이 다니다 고등학교 졸업하면 엄청 정들거 같은데 어떠셨나요
화자2: 맨날 보던 애들이라 졸업할 땐 몰랐는데
나중엔 많이 생각나더라구요
화자2: 지금은 다들 결혼해서 아이있을 나이인데 못본지 오래되서 길에서 봐도 모를거 같아요
화자1: 아 저도 고향가서 그렇게 스쳐지나가면 가물가물하더라고요..

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 초등학교 담임 선생님은 고등학교 담임 선생님을 같이 맡았다.
B. 같은 초등학교를 졸업하고 같은 고등학교에 진학한 친구가 많다.
C. 초등학생이 등교하는 길과 고등학생이 등교하는 길이 같다.",B. 같은 초등학교를 졸업하고 같은 고등학교에 진학한 친구가 많다.
